"w","U:0","U:1","U:2","StrainRate","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,0.00071767,4.2895,0.0097805,0,1,0,0.065,0,0.03
3.6981e-05,5.5253e-10,3.6402e-07,-1.0369e-09,0.00090448,1.6085,0.0036677,2.4783e-32,1,0.00025,0.06525,0,0.03
5.5376e-05,7.4376e-10,5.4682e-07,-1.4357e-09,0.00099655,1.0724,0.0024451,0,1,0.0005,0.0655,0,0.03
7.3771e-05,9.35e-10,7.2963e-07,-1.8344e-09,0.0010886,0.53618,0.0012225,-4.9566e-32,1,0.00075001,0.06575,0,0.03
9.2165e-05,1.1262e-09,9.1243e-07,-2.2332e-09,0.0011807,-5.982e-14,-1.4669e-16,2.974e-31,1,0.001,0.066,0,0.03
0.00012849,1.4661e-09,1.2809e-06,-2.8331e-09,0.0014018,1.1575e-14,3.4802e-17,0,1,0.00125,0.06625,0,0.03
0.00016481,1.8061e-09,1.6494e-06,-3.4329e-09,0.0016228,0,0,0,1,0.0015,0.0665,0,0.03
0.00020113,2.146e-09,2.0179e-06,-4.0328e-09,0.0018439,0,0,4.9566e-32,1,0.00175,0.06675,0,0.03
0.00023745,2.4859e-09,2.3864e-06,-4.6326e-09,0.002065,0,0,1.9827e-31,1,0.002,0.067,0,0.03
0.00030324,3.1348e-09,3.0663e-06,-5.7213e-09,0.0025921,0,0,-2.4783e-32,1,0.00225,0.06725,0,0.03
0.00036903,3.7837e-09,3.7463e-06,-6.8099e-09,0.0031191,0,0,0,1,0.0025,0.0675,0,0.03
0.00043481,4.4326e-09,4.4262e-06,-7.8985e-09,0.0036462,-4.9619e-15,-3.4809e-17,4.9566e-32,1,0.00275,0.06775,0,0.03
0.0005006,5.0815e-09,5.1061e-06,-8.9872e-09,0.0041733,-1.1608e-14,-1.0008e-16,9.9133e-32,1,0.003,0.068,0,0.03
0.0006379,6.1538e-09,6.546e-06,-1.1231e-08,0.0054946,0,0,4.9566e-32,1,0.00325,0.06825,0,0.03
0.00077521,7.2262e-09,7.9858e-06,-1.3474e-08,0.006816,0,0,1.0395e-25,1,0.0035,0.0685,0,0.03
0.00091251,8.2986e-09,9.4257e-06,-1.5718e-08,0.0081375,-2.3994e-15,-3.4809e-17,4.9566e-32,1,0.00375,0.06875,0,0.03
0.0010498,9.371e-09,1.0866e-05,-1.7961e-08,0.0094588,0,0,0,1,0.004,0.069,0,0.03
0.0013658,1.113e-08,1.4223e-05,-2.2591e-08,0.012778,1.4868e-15,3.2633e-17,-9.9133e-32,1,0.00425,0.06925,0,0.03
0.0016819,1.289e-08,1.7581e-05,-2.7221e-08,0.016096,0,0,0,1,0.0045,0.0695,0,0.03
0.0019979,1.4649e-08,2.0938e-05,-3.1851e-08,0.019415,0,0,-4.9566e-32,1,0.00475,0.06975,0,0.03
0.0023139,1.6408e-08,2.4296e-05,-3.6481e-08,0.022733,0,0,0,1,0.005,0.07,0,0.03
0.0030716,1.9294e-08,3.2452e-05,-4.5743e-08,0.030752,0,0,2.4783e-32,1,0.00525,0.07025,0,0.03
0.0038293,2.218e-08,4.0609e-05,-5.5005e-08,0.038771,0,0,0,1,0.0055,0.0705,0,0.03
0.004587,2.5067e-08,4.8765e-05,-6.4267e-08,0.04679,0,0,0,1,0.00575,0.07075,0,0.03
0.0053447,2.7953e-08,5.6921e-05,-7.3529e-08,0.054808,0,0,-9.9133e-32,1,0.006,0.071,0,0.03
0.0071398,3.241e-08,7.6508e-05,-9.0966e-08,0.072764,0,0,0,1,0.00625,0.07125,0,0.03
0.0089348,3.6866e-08,9.6095e-05,-1.084e-07,0.09072,0,0,1.58e-22,1,0.0065,0.0715,0,0.03
0.01073,4.1323e-08,0.00011568,-1.2584e-07,0.10868,1.8218e-16,3.481e-17,2.0302e-28,1,0.00675,0.07175,0,0.03
0.012525,4.578e-08,0.00013527,-1.4328e-07,0.12663,-1.3555e-16,-3.481e-17,8.1209e-28,1,0.007,0.072,0,0.03
0.016549,5.1744e-08,0.0001798,-1.7323e-07,0.16265,-1.1689e-16,-3.481e-17,-1.0151e-28,1,0.00725,0.07225,0,0.03
0.020573,5.7707e-08,0.00022434,-2.0319e-07,0.19867,0,0,0,1,0.0075,0.0725,0,0.03
0.024597,6.3671e-08,0.00026887,-2.3314e-07,0.23469,-7.9569e-17,-3.4811e-17,-1.0151e-28,1,0.00775,0.07275,0,0.03
0.028621,6.9635e-08,0.0003134,-2.6309e-07,0.2707,6.0909e-17,3.4811e-17,-2.4363e-27,1,0.008,0.073,0,0.03
0.036876,7.5641e-08,0.00040611,-3.0857e-07,0.33341,-5.3234e-17,-3.4811e-17,-4.9566e-32,1,0.00825,0.07325,0,0.03
0.045131,8.1647e-08,0.00049881,-3.5403e-07,0.39612,0,0,0,1,0.0085,0.0735,0,0.03
0.053386,8.7654e-08,0.00059151,-3.995e-07,0.45883,3.7885e-17,3.4811e-17,4.9566e-32,1,0.00875,0.07375,0,0.03
0.061641,9.366e-08,0.00068422,-4.4497e-07,0.52153,2.8322e-17,3.2636e-17,3.9653e-31,1,0.009,0.074,0,0.03
0.076746,9.6176e-08,0.00085646,-5.0348e-07,0.61315,2.5219e-17,3.2636e-17,-2.4783e-32,1,0.00925,0.07425,0,0.03
0.091852,9.8693e-08,0.0010287,-5.62e-07,0.70477,0,0,0,1,0.0095,0.0745,0,0.03
0.10696,1.0121e-07,0.001201,-6.2051e-07,0.79639,0,0,-4.9566e-32,1,0.00975,0.07475,0,0.03
0.12206,1.0373e-07,0.0013732,-6.7902e-07,0.88801,0,0,2.974e-31,1,0.01,0.075,0,0.03
0.14625,9.8169e-08,0.0016535,-7.3806e-07,0.99527,1.5481e-17,3.4812e-17,-1.0151e-28,1,0.01025,0.07525,0,0.03
0.17043,9.2613e-08,0.0019338,-7.9711e-07,1.1025,-1.3991e-17,-3.4812e-17,1.4158e-22,1,0.0105,0.0755,0,0.03
0.19462,8.7056e-08,0.0022141,-8.5615e-07,1.2098,0,0,2.0302e-28,1,0.01075,0.07575,0,0.03
0.2188,8.15e-08,0.0024944,-9.152e-07,1.3171,0,0,1.2181e-27,1,0.011,0.076,0,0.03
0.2522,6.5856e-08,0.0028883,-9.5171e-07,1.4087,-1.0351e-17,-3.4812e-17,0,1,0.01125,0.07625,0,0.03
0.2856,5.0212e-08,0.0032822,-9.8823e-07,1.5004,0,0,0,1,0.0115,0.0765,0,0.03
0.319,3.4568e-08,0.0036762,-1.0247e-06,1.592,0,0,1.0151e-28,1,0.01175,0.07675,0,0.03
0.35239,1.8924e-08,0.0040701,-1.0613e-06,1.6837,0,0,-2.4363e-27,1,0.012,0.077,0,0.03
0.39175,-2.8321e-09,0.0045438,-1.0509e-06,1.723,-8.1639e-18,-3.4812e-17,2.4783e-32,1,0.01225,0.07725,0,0.03
0.43111,-2.4589e-08,0.0050175,-1.0406e-06,1.7624,0,0,0,1,0.0125,0.0775,0,0.03
0.47046,-4.6345e-08,0.0054912,-1.0302e-06,1.8018,0,0,-2.4783e-32,1,0.01275,0.07775,0,0.03
0.50982,-6.8101e-08,0.0059649,-1.0199e-06,1.8411,0,0,1.9827e-31,1,0.013,0.078,0,0.03
0.54911,-8.7388e-08,0.0064496,-9.5538e-07,1.8093,-7.6783e-18,-3.4813e-17,0,1,0.01325,0.07825,0,0.03
0.5884,-1.0668e-07,0.0069343,-8.9085e-07,1.7775,0,0,0,1,0.0135,0.0785,0,0.03
0.6277,-1.2596e-07,0.0074191,-8.2632e-07,1.7456,-7.9564e-18,-3.4813e-17,2.4783e-32,1,0.01375,0.07875,0,0.03
0.66699,-1.4525e-07,0.0079038,-7.6179e-07,1.7138,0,0,1.9827e-31,1,0.014,0.079,0,0.03
0.70008,-1.5437e-07,0.0083259,-6.6472e-07,1.6241,0,0,0,1,0.01425,0.07925,0,0.03
0.73317,-1.635e-07,0.008748,-5.6765e-07,1.5344,0,0,1.2775e-22,1,0.0145,0.0795,0,0.03
0.76626,-1.7262e-07,0.0091702,-4.7057e-07,1.4446,0,0,2.0302e-28,1,0.01475,0.07975,0,0.03
0.79936,-1.8175e-07,0.0095923,-3.735e-07,1.3549,0,0,8.1209e-28,1,0.015,0.08,0,0.03
0.82285,-1.7819e-07,0.0099077,-2.8326e-07,1.2438,0,0,-1.0151e-28,1,0.01525,0.08025,0,0.03
0.84634,-1.7462e-07,0.010223,-1.9303e-07,1.1327,0,0,0,1,0.0155,0.0805,0,0.03
0.86983,-1.7106e-07,0.010538,-1.0279e-07,1.0216,1.3638e-17,3.264e-17,-1.0151e-28,1,0.01575,0.08075,0,0.03
0.89333,-1.675e-07,0.010854,-1.255e-08,0.91051,-3.1862e-17,-6.9633e-17,0,1,0.016,0.081,0,0.03
0.90743,-1.5494e-07,0.011061,4.0961e-08,0.81357,0,0,-4.9566e-32,1,0.01625,0.08125,0,0.03
0.92154,-1.4238e-07,0.011268,9.4473e-08,0.71664,0,0,0,1,0.0165,0.0815,0,0.03
0.93565,-1.2981e-07,0.011475,1.4798e-07,0.6197,2.4059e-17,3.2643e-17,0,1,0.01675,0.08175,0,0.03
0.94975,-1.1725e-07,0.011682,2.015e-07,0.52277,-2.8907e-17,-3.482e-17,-9.9133e-32,1,0.017,0.082,0,0.03
0.95699,-1.0375e-07,0.011808,2.1463e-07,0.4569,-3.6946e-17,-3.4822e-17,-1.0151e-28,1,0.01725,0.08225,0,0.03
0.96422,-9.0253e-08,0.011933,2.2777e-07,0.39104,0,0,1.185e-22,1,0.0175,0.0825,0,0.03
0.97146,-7.6753e-08,0.012059,2.4091e-07,0.32517,5.3025e-17,3.4825e-17,2.0302e-28,1,0.01775,0.08275,0,0.03
0.97869,-6.3254e-08,0.012185,2.5404e-07,0.25931,-6.1064e-17,-3.4827e-17,8.1209e-28,1,0.018,0.083,0,0.03
0.98192,-5.5128e-08,0.012262,2.4301e-07,0.22282,0,0,-7.9306e-31,1,0.01825,0.08325,0,0.03
0.98515,-4.7003e-08,0.012339,2.3197e-07,0.18633,0,0,0,1,0.0185,0.0835,0,0.03
0.98837,-3.8877e-08,0.012417,2.2094e-07,0.14984,1.2472e-16,3.4832e-17,1.5861e-30,1,0.01875,0.08375,0,0.03
0.9916,-3.0752e-08,0.012494,2.099e-07,0.11335,0,0,-3.1722e-30,1,0.019,0.084,0,0.03
0.99289,-2.8126e-08,0.012548,1.9324e-07,0.096283,-2.0399e-16,-3.4835e-17,2.0302e-28,1,0.01925,0.08425,0,0.03
0.99418,-2.55e-08,0.012601,1.7658e-07,0.079216,0,0,0,1,0.0195,0.0845,0,0.03
0.99546,-2.2875e-08,0.012655,1.5992e-07,0.062148,0,0,0,1,0.01975,0.08475,0,0.03
0.99675,-2.0249e-08,0.012709,1.4325e-07,0.04508,0,0,-1.2181e-27,1,0.02,0.085,0,0.03
0.99723,-1.9436e-08,0.012752,1.3058e-07,0.038083,-5.3462e-16,-3.4844e-17,2.4783e-32,1,0.02025,0.08525,0,0.03
0.99771,-1.8623e-08,0.012796,1.179e-07,0.031085,0,0,0,1,0.0205,0.0855,0,0.03
0.99819,-1.781e-08,0.012839,1.0523e-07,0.024087,0,0,3.7175e-32,1,0.02075,0.08575,0,0.03
0.99867,-1.6997e-08,0.012883,9.2555e-08,0.017089,0,0,1.487e-31,1,0.021,0.086,0,0.03
0.99884,-1.556e-08,0.012923,8.4579e-08,0.014456,1.3947e-15,3.4869e-17,1.0151e-28,1,0.02125,0.08625,0,0.03
0.99902,-1.4123e-08,0.012962,7.6603e-08,0.011823,0,0,1.08e-22,1,0.0215,0.0865,0,0.03
0.99919,-1.2686e-08,0.013002,6.8626e-08,0.0091896,0,0,-1.0151e-28,1,0.02175,0.08675,0,0.03
0.99937,-1.1249e-08,0.013042,6.065e-08,0.0065566,0,0,1.6242e-27,1,0.022,0.087,0,0.03
0.99943,-9.687e-09,0.01308,5.4638e-08,0.0055937,0,0,1.5861e-30,1,0.02225,0.08725,0,0.03
0.9995,-8.1254e-09,0.013118,4.8626e-08,0.0046308,0,0,0,1,0.0225,0.0875,0,0.03
0.99957,-6.5638e-09,0.013157,4.2614e-08,0.0036679,4.8287e-15,3.2787e-17,0,1,0.02275,0.08775,0,0.03
0.99963,-5.0022e-09,0.013195,3.6603e-08,0.002705,0,0,6.3445e-30,1,0.023,0.088,0,0.03
0.99966,-4.502e-09,0.013233,3.1102e-08,0.0023369,0,0,1.0151e-28,1,0.02325,0.08825,0,0.03
0.99968,-4.0018e-09,0.013271,2.5601e-08,0.0019689,0,0,0,1,0.0235,0.0885,0,0.03
0.99971,-3.5016e-09,0.013309,2.0101e-08,0.0016008,1.1139e-14,3.5013e-17,-1.0151e-28,1,0.02375,0.08875,0,0.03
0.99973,-3.0013e-09,0.013346,1.46e-08,0.0012328,2.4893e-14,6.7849e-17,-1.2181e-27,1,0.024,0.089,0,0.03
0.99904,-2.6885e-09,0.013375,1.1467e-08,0.001089,0.61496,0.0012382,1.2392e-32,1,0.02425,0.08925,0,0.03
0.99835,-2.3756e-09,0.013403,8.3333e-09,0.00094525,1.2299,0.0024765,0,1,0.0245,0.0895,0,0.03
0.99767,-2.0627e-09,0.013431,5.2e-09,0.00080149,1.8449,0.0037147,1.2392e-32,1,0.02475,0.08975,0,0.03
0.99976,0,0.013497,0,0.00051203,4.9198,0.0099059,0,1,0.025,0.09,0,0.03
